"x";"y"
"141";-34.694298950213;-6.89644678123598
"142";-34.5879412846609;-7.30524477569154
"143";-34.482732886191;-7.54900401720638
"144";-34.5831068027089;-7.8131793087807
"145";-35.1885288143072;-5.58447768420679
"146";-34.6641901103905;-6.88764489548025
"147";-34.9925867011065;-6.06638093384681
"148";-34.6457810811107;-7.13417091489304
"149";-35.0283226595493;-6.08197822854831
"150";-35.0924029081534;-5.80092024966027
"151";-34.8258803020215;-6.57708457162301
"152";-34.7068478153401;-7.96478731759032
"153";-34.6551752877817;-7.5593726166361
"154";-35.3455719649473;-4.76585748231271
"155";-35.0931491399913;-5.79025892090611
"156";-35.0803376740734;-5.40971576793096
"157";-35.0710919416966;-5.99948841237975
"158";-35.0603097994812;-6.05878192582657
"159";-34.8901354899392;-6.43849402015563
"160";-35.3074123097169;-4.86256633588322
"161";-35.2072651187479;-5.41024974383251
"162";-34.7326112516194;-6.78818939716928
"163";-35.2587953669624;-5.06581645110017
"164";-35.1796263655964;-4.95221470258548
"165";-34.9329037357592;-6.1676678340754
"166";-35.2674813003684;-5.28539628878329
"167";-35.4749209390902;-4.7796189464489
"168";-34.9489340051888;-6.09154353583208
"169";-35.1224447822024;-5.75843774518347
"170";-34.7280916005964;-7.10909730412695
"171";-34.8928310482695;-6.2677207988617
"172";-34.9015019815017;-6.25167527415999
"173";-35.3482525060214;-5.13436519728298
"174";-34.5848970325519;-7.54189346713526
"175";-35.2518054752904;-4.79067250428745
"176";-34.7813716146743;-6.46186951723206
"177";-35.0096425243821;-5.87233013320039
"178";-34.7308857632896;-6.901070609143
"179";-35.2659239127308;-4.90137578977598
"180";-35.2824701915563;-5.16323137193872
"181";-34.6499726704743;-7.22439502610662
"182";-35.1141954054811;-5.82393516514334
"183";-34.592665019094;-7.83962165830052
"184";-34.697105257723;-7.04284443525807
"185";-35.3108042588988;-5.25978561101435
"186";-34.8705403871119;-6.41482673861319
"187";-35.2086001102554;-5.53697973734792
"188";-34.6120649720894;-7.70067880478734
"189";-35.1591842431158;-5.16710659213294
"190";-34.606875705563;-7.25065667295875
"191";-34.5038172770436;-7.54296777792578
"192";-34.8022364377067;-6.52396433352283
"193";-35.2489462071357;-5.33412725556479
"194";-34.9726377824147;-6.33862402990996
"195";-34.7349177549225;-7.06807697256398
"196";-35.1171097166627;-5.69384622553317
"197";-35.2270929052946;-5.33426948609529
"198";-35.10937992144;-5.62110345294303
"199";-34.9532648470043;-6.25436163527844
"200";-34.8599481295783;-6.52277872879221
